Harvest year,plot,section,year of wheat,Previous crop,wheat variety,Fertilizer code,Number of N splits,Fertilizer N,Fertilizer P,Fertilizer K,Fertilizer Mg,FYM,Notes,grain ,straw,hfn,hlwt,tgw,n_grain,n_straw,p_grain,p_straw,s_grain,s_straw
1988,5,3,1,Potatoes,Brimstone,PK Mg,0,0,35,90,12,0,,2.9,0.93,,,40.3,1.44,0.5,0.326,0.105,,
1988,6,3,1,Potatoes,Brimstone,N1 PKMg,1,48,35,90,12,0,,5.58,2.86,,,41.1,1.35,0.41,0.303,0.074,,
1988,7,3,1,Potatoes,Brimstone,N2 PKMg,1,96,35,90,12,0,,7.95,5.26,,,43.1,1.55,0.47,0.312,0.075,,
1988,8,3,1,Potatoes,Brimstone,N3PKMg,1,144,35,90,12,0,,8.49,6.17,,,42,1.89,0.61,0.322,0.088,,
1988,9,3,1,Potatoes,Brimstone,N4 PKMg,1,192,35,90,12,0,,8.46,6.55,,,41.7,1.88,0.7,0.314,0.092,,
1988,10,3,1,Potatoes,Brimstone,N2,1,96,0,0,0,0,,7.36,3.31,,,40.4,2,0.54,0.255,0.048,,
1988,11,3,1,Potatoes,Brimstone,N2 P,1,96,35,0,0,0,,6.27,3.26,,,33.8,1.69,0.69,0.308,0.102,,
1988,12,3,1,Potatoes,Brimstone,N2 P Na,1,96,35,0,0,0,,6.83,4,,,37.2,1.8,0.74,0.309,0.106,,
1988,13,3,1,Potatoes,Brimstone,N2 PK ,1,96,35,90,0,0,,7.3,4.88,,,43.1,1.79,0.63,0.317,0.086,,
1988,14,3,1,Potatoes,Brimstone,N2 PKMg*,1,96,35,90,30,0,,7.96,4.84,,,42,1.7,0.53,0.309,0.074,,
1988,15,3,1,Potatoes,Brimstone,N5 PKMg,1,240,35,90,12,0,,8.23,6.44,,,39.9,2.05,1.18,0.313,0.135,,
1988,16,3,1,Potatoes,Brimstone,N6 PKMg,1,288,35,90,12,0,,7.98,6.88,,,39.7,2.08,1.25,0.323,0.136,,
1988,17,3,1,Potatoes,Brimstone,N1+N3 1/2[PKMg](A),2 (N1 autumn),192,18,45,6,0,,8.94,6.54,,,41.4,1.79,0.68,0.309,0.085,,
1988,18,3,1,Potatoes,Brimstone,N0+N3 1/2[PKMg](A),1,144,18,45,6,0,,8.86,6.45,,,40.6,1.78,0.61,0.321,0.078,,
1988,19,3,1,Potatoes,Brimstone,C,0,96,0,0,0,0,,5.21,2.2,,,44.1,1.5,0.53,0.294,0.082,,
1988,21,3,1,Potatoes,Brimstone,FYM N2,1,96,0,0,0,35,,9.52,7.96,,,42.1,2.39,0.67,0.36,0.134,,
1988,22,3,1,Potatoes,Brimstone,FYM,0,0,0,0,0,35,,6.49,3.06,,,45.2,1.94,0.53,0.346,0.136,,
1989,1,2,1,Potatoes,Brimstone,FYM N4 PK,1,192,35,90,0,35,,8.66,3.7,,,40.5,2.29,0.71,0.298,0.06,,
1989,3,2,1,Potatoes,Brimstone,Nil,0,0,0,0,0,0,,3.04,,,,37.9,1.79,0.38,0.334,0.039,,
1989,5,2,1,Potatoes,Brimstone,PK Mg,0,0,35,90,12,0,,2.86,0.47,,,39.5,1.78,0.44,0.365,0.077,,
1989,6,2,1,Potatoes,Brimstone,N1 PKMg,1,48,35,90,12,0,,5.46,1.29,,,43.2,1.68,0.34,0.319,0.038,,
1989,7,2,1,Potatoes,Brimstone,N2 PKMg,1,96,35,90,12,0,,6.21,1.41,,,41.2,1.93,0.38,0.283,0.033,,
1989,8,2,1,Potatoes,Brimstone,N3PKMg,1,144,35,90,12,0,,7.45,1.63,,,42.1,2.06,0.46,0.306,0.043,,
1989,9,2,1,Potatoes,Brimstone,N4 PKMg,1,192,35,90,12,0,,7.1,0.93,,,42.4,2.33,0.54,0.282,0.038,,
1989,10,2,1,Potatoes,Brimstone,N2,1,96,0,0,0,0,,3.95,0.56,,,33.7,2.08,0.38,0.262,0.023,,
1989,11,2,1,Potatoes,Brimstone,N2 P,1,96,35,0,0,0,,4.77,0.9,,,33.4,1.88,0.52,0.28,0.045,,
1989,12,2,1,Potatoes,Brimstone,N2 P Na,1,96,35,0,0,0,,5.04,0.45,,,35.9,1.86,0.48,0.275,0.034,,
1989,13,2,1,Potatoes,Brimstone,N2 PK ,1,96,35,90,0,0,,5.59,1.46,,,41.2,2.04,0.41,0.288,0.031,,
1989,14,2,1,Potatoes,Brimstone,N2 PKMg*,1,96,35,90,30,0,,6.13,1.23,,,43.4,1.89,0.35,0.309,0.034,,
1989,15,2,1,Potatoes,Brimstone,N5 PKMg,1,240,35,90,12,0,,6.36,1.75,,,38.2,2.41,0.66,0.27,0.042,,
1989,16,2,1,Potatoes,Brimstone,N6 PKMg,1,288,35,90,12,0,,7.13,1.64,,,39.7,2.36,0.7,0.275,0.045,,
1989,17,2,1,Potatoes,Brimstone,N0+N3 1/2[PKMg](A),1,144,18,45,6,0,,6.83,1.91,,,41.7,2.23,0.49,0.269,0.039,,
1989,18,2,1,Potatoes,Brimstone,N1+N3 1/2[PKMg](A),2 (N1 autumn),192,18,45,6,0,,7.19,1.57,,,40.5,2.2,0.48,0.266,0.033,,
1989,19,2,1,Potatoes,Brimstone,( C),0,0,0,0,0,0,Received castor meal to supply 96 kgN/ha 1852-1988,3.66,0.56,,,42.1,2.04,0.45,0.377,0.062,,
1989,21,2,1,Potatoes,Brimstone,FYM N2,1,96,0,0,0,35,,7.94,2.84,,,44.4,1.98,0.44,0.331,0.045,,
1989,22,2,1,Potatoes,Brimstone,FYM,0,0,0,0,0,35,,6.81,1.75,,,47.7,1.76,0.42,0.34,0.087,,
1990,1,7,1,Potatoes,Brimstone,FYM N4 PK,1,192,35,90,0,35,,9.43,6.71,,,39.9,2.24,0.7,0.301,0.091,,
1990,3,7,1,Potatoes,Brimstone,Nil,0,0,0,0,0,0,,2.7,0.49,,,38.3,1.27,0.24,0.284,0.059,,
1990,5,7,1,Potatoes,Brimstone,PK Mg,0,0,35,90,12,0,,1.71,0.25,,,40,1.33,0.34,0.345,0.129,,
1990,6,7,1,Potatoes,Brimstone,N1 PKMg,1,48,35,90,12,0,,5.52,1.44,,,43.8,1.54,0.25,0.292,0.052,,
1990,7,7,1,Potatoes,Brimstone,N2 PKMg,1,96,35,90,12,0,,8.51,2.5,,,44.1,1.77,0.36,0.267,0.044,,
1990,8,7,1,Potatoes,Brimstone,N3PKMg,1,144,35,90,12,0,,9.49,3.87,,,44.6,2.11,0.46,0.279,0.041,,
1990,9,7,1,Potatoes,Brimstone,N4 PKMg,1,192,35,90,12,0,,9.42,2.87,,,42.8,2.2,0.51,0.278,0.042,,
1990,10,7,1,Potatoes,Brimstone,N2,1,96,0,0,0,0,,6.99,1.71,,,45.5,1.92,0.37,0.213,0.019,,
1990,11,7,1,Potatoes,Brimstone,N2 P,1,96,35,0,0,0,,8.28,2.11,,,42.9,1.78,0.38,0.273,0.039,,
1990,12,7,1,Potatoes,Brimstone,N2 P Na,1,96,35,0,0,0,,8.55,2.73,,,44.6,1.74,0.36,0.278,0.04,,
1990,13,7,1,Potatoes,Brimstone,N2 PK ,1,96,35,90,0,0,,7.67,1.81,,,45.1,1.78,0.31,0.292,0.038,,
1990,14,7,1,Potatoes,Brimstone,N2 PKMg*,1,96,35,90,30,0,,8.25,2.24,,,47,1.75,0.36,0.296,0.045,,
1990,15,7,1,Potatoes,Brimstone,N5 PKMg,1,240,35,90,12,0,,9.19,3.19,,,42.3,2.28,0.62,0.267,0.054,,
1990,16,7,1,Potatoes,Brimstone,N6 PKMg,1,288,35,90,12,0,,9.53,5.13,,,42.5,2.3,0.68,0.269,0.059,,
1990,17,7,1,Potatoes,Brimstone,N1+N3 1/2[PKMg](A),2 (N1 autumn),192,18,45,6,0,,9.59,3.44,,,44.4,2.1,0.42,0.251,0.033,,
1990,18,7,1,Potatoes,Brimstone,N0+N3 1/2[PKMg](A),1,144,18,45,6,0,,9.79,3.73,,,44.4,2.04,0.42,0.267,0.04,,
1990,19,7,1,Potatoes,Brimstone,( C),0,0,0,0,0,0,,3.64,0.68,,,41.8,1.37,0.28,0.286,0.052,,
1990,21,7,1,Potatoes,Brimstone,FYM N2,1,96,0,0,0,35,,10.02,6.28,,,42.8,2.04,0.42,0.324,0.077,,
1990,22,7,1,Potatoes,Brimstone,FYM,0,0,0,0,0,35,,7.94,2.57,,,44.3,1.42,0.33,0.3,0.083,,
1991,1,4,1,Potatoes,Apollo,FYM N4 PK,1,192,35,90,0,35,,8.84,9.02,,,43.1,2.33,0.94,0.366,0.132,,
1991,3,4,1,Potatoes,Apollo,Nil,0,0,0,0,0,0,,1.62,1.11,,,35,1.45,0.38,0.364,0.074,,
1991,5,4,1,Potatoes,Apollo,PK Mg,0,0,35,90,12,0,,1.5,0.9,,,35.5,1.49,0.56,0.395,0.168,,
1991,6,4,1,Potatoes,Apollo,N1 PKMg,1,48,35,90,12,0,,4.84,3.27,,,40.2,1.53,0.38,0.354,0.073,,
1991,7,4,1,Potatoes,Apollo,N2 PKMg,1,96,35,90,12,0,,6.92,5.54,,,43.6,1.67,0.46,0.348,0.085,,
1991,8,4,1,Potatoes,Apollo,N3PKMg,1,144,35,90,12,0,,7.96,6.56,,,44.8,1.93,0.48,0.356,0.071,,
1991,9,4,1,Potatoes,Apollo,N4 PKMg,1,192,35,90,12,0,,8.35,6.6,,,45,2.13,0.59,0.352,0.073,,
1991,10,4,1,Potatoes,Apollo,N2,1,96,0,0,0,0,,5.63,3.04,,,38.8,2.16,0.44,0.268,0.033,,
1991,11,4,1,Potatoes,Apollo,N2 P,1,96,35,0,0,0,,4.6,2.96,,,38.1,1.9,0.47,0.355,0.068,,
1991,12,4,1,Potatoes,Apollo,N2 P Na,1,96,35,0,0,0,,5.32,3.37,,,37.4,1.97,0.98,0.382,0.082,,
1991,13,4,1,Potatoes,Apollo,N2 PK ,1,96,35,90,0,0,,6.74,5.57,,,44,1.74,0.4,0.352,0.077,,
1991,14,4,1,Potatoes,Apollo,N2 PKMg*,1,96,35,90,30,0,,6.72,5.86,,,43.8,1.72,0.39,0.35,0.076,,
1991,15,4,1,Potatoes,Apollo,N5 PKMg,1,240,35,90,12,0,,8.51,7.54,,,43.8,2.35,0.88,0.35,0.098,,
1991,16,4,1,Potatoes,Apollo,N6 PKMg,1,288,35,90,12,0,,8.26,7.05,,,43.6,2.36,0.91,0.344,0.094,,
1991,17,4,1,Potatoes,Apollo,N0+N3 1/2[PKMg](A),1,144,18,45,6,0,,8.27,6.68,,,44.7,2.1,0.54,0.334,0.06,,
1991,18,4,1,Potatoes,Apollo,N1+N3 1/2[PKMg](A),2 (N1 autumn),192,18,45,6,0,,8.38,,,,45.4,2.12,0.63,0.348,0.069,,
1991,19,4,1,Potatoes,Apollo,( C),0,0,0,0,0,0,,3.19,1.48,,,39.8,1.54,0.4,0.364,0.079,,
1991,21,4,1,Potatoes,Apollo,FYM N2,1,96,0,0,0,35,,9.38,9.11,,,44.4,2.39,0.7,0.404,0.125,,
1991,22,4,1,Potatoes,Apollo,FYM,0,0,0,0,0,35,,7.8,7.24,,,47,1.85,0.4,0.384,0.115,,
1992,1,5,1,Potatoes,Apollo,FYM N4 PK,1,192,35,90,0,35,,7.54,8.26,,,,2.43,1.22,0.397,0.175,,
1992,3,5,1,Potatoes,Apollo,Nil,0,0,0,0,0,0,,1.99,0.96,,,28.8,1.49,0.5,0.385,0.081,,
1992,5,5,1,Potatoes,Apollo,PK Mg,0,0,35,90,12,0,,1.92,0.64,,,27.3,1.43,0.53,0.387,0.168,,
1992,6,5,1,Potatoes,Apollo,N1 PKMg,1,48,35,90,12,0,,6.07,3.51,,,33.6,1.35,0.3,0.359,0.076,,
1992,7,5,1,Potatoes,Apollo,N2 PKMg,1,96,35,90,12,0,,8.75,5.55,,,36.2,2.21,0.25,0.375,0.055,,
1992,8,5,1,Potatoes,Apollo,N3PKMg,1,144,35,90,12,0,,9.62,5.48,,,39.5,1.83,0.42,0.352,0.075,,
1992,9,5,1,Potatoes,Apollo,N4 PKMg,1,192,35,90,12,0,,9.03,4.94,,,37.3,2.24,0.69,0.383,0.077,,
1992,10,5,1,Potatoes,Apollo,N2,1,96,0,0,0,0,,7.44,2.59,,,33.8,1.97,0.44,0.318,0.043,,
1992,11,5,1,Potatoes,Apollo,N2 P,1,96,35,0,0,0,,4.66,1.74,,,25.3,2,0.48,0.364,0.075,,
1992,12,5,1,Potatoes,Apollo,N2 P Na,1,96,35,0,0,0,,5.96,2.6,,,31.6,1.74,0.49,0.358,0.073,,
1992,13,5,1,Potatoes,Apollo,N2 PK ,1,96,35,90,0,0,,8.05,4.16,,,38.2,1.63,0.38,0.349,0.066,,
1992,14,5,1,Potatoes,Apollo,N2 PKMg*,1,96,35,90,30,0,,8.29,4.5,,,39.3,1.62,0.32,0.345,0.061,,
1992,15,5,1,Potatoes,Apollo,N5 PKMg,1,240,35,90,12,0,,8.58,4.77,,,37.4,2.28,0.7,0.367,0.086,,
1992,16,5,1,Potatoes,Apollo,N6 PKMg,1,288,35,90,12,0,,8.32,5.23,,,37.3,2.28,0.91,0.349,0.093,,
1992,17,5,1,Potatoes,Apollo,N1+N3 1/2[PKMg](A),2 (N1 autumn),192,18,45,6,0,,9.09,5.17,,,37.7,2.11,0.49,0.337,0.063,,
1992,18,5,1,Potatoes,Apollo,N0+N3 1/2[PKMg](A),1,144,18,45,6,0,,9.44,5.02,,,38.1,1.93,0.52,0.349,0.062,,
1992,19,5,1,Potatoes,Apollo,( C),0,0,0,0,0,0,,5.69,2.95,,,36.3,1.53,0.33,0.332,0.056,,
1992,21,5,1,Potatoes,Apollo,FYM N2,1,96,0,0,0,35,,8.38,8.08,,,33.7,2.36,0.73,0.421,0.124,,
1992,22,5,1,Potatoes,Apollo,FYM,0,0,0,0,0,35,,9.37,9.37,,,34.6,1.77,0.37,0.377,0.123,,
1993,1,3,1,Potatoes,Apollo,FYM N4 PK,1,192,35,90,0,35,,10.49,6.37,,,42.5,2.031,0.82,0.355,0.104,,
1993,3,3,1,Potatoes,Apollo,Nil,0,0,0,0,0,0,,1.27,0.2,,,29.5,1.563,0.54,0.375,0.077,,
1993,5,3,1,Potatoes,Apollo,PK Mg,0,0,35,90,12,0,,1.26,0.1,,,30.7,1.627,0.56,0.416,0.129,,
1993,6,3,1,Potatoes,Apollo,N1 PKMg,1,48,35,90,12,0,,4.76,1.63,,,34.6,1.376,0.49,0.36,0.073,,
1993,7,3,1,Potatoes,Apollo,N2 PKMg,1,96,35,90,12,0,,6.56,2.26,,,38.3,1.491,0.49,0.38,0.066,,
1993,8,3,1,Potatoes,Apollo,N3PKMg,1,144,35,90,12,0,,8.56,3.1,,,42.4,1.615,0.55,0.365,0.074,,
1993,9,3,1,Potatoes,Apollo,N4 PKMg,1,192,35,90,12,0,,8.97,3.26,,,42.2,1.814,0.63,0.341,0.076,,
1993,10,3,1,Potatoes,Apollo,N2,1,96,0,0,0,0,,6.16,2.18,,,36.5,1.786,0.48,0.261,0.034,,
1993,11,3,1,Potatoes,Apollo,N2 P,1,96,35,0,0,0,,3.85,1.2,,,30.5,1.878,0.71,0.366,0.098,,
1993,12,3,1,Potatoes,Apollo,N2 P Na,1,96,35,0,0,0,,3.88,1.2,,,27.9,1.855,0.77,0.389,0.092,,
1993,13,3,1,Potatoes,Apollo,N2 PK ,1,96,35,90,0,0,,5.96,2.25,,,36.3,1.554,0.53,0.338,0.059,,
1993,14,3,1,Potatoes,Apollo,N2 PKMg*,1,96,35,90,30,0,,5.57,1.54,,,36.3,1.466,0.52,0.354,0.071,,
1993,15,3,1,Potatoes,Apollo,N5 PKMg,1,240,35,90,12,0,,8.69,3.27,,,43,1.988,0.67,0.352,0.078,,
1993,16,3,1,Potatoes,Apollo,N6 PKMg,1,288,35,90,12,0,,9.22,3.36,,,42.6,2.134,0.8,0.363,0.079,,
1993,17,3,1,Potatoes,Apollo,N0+N3 1/2[PKMg](A),1,144,18,45,6,0,,8.27,3.12,,,41.8,1.708,0.53,0.326,0.052,,
1993,18,3,1,Potatoes,Apollo,N1+N3 1/2[PKMg](A),2 (N1 autumn),192,18,45,6,0,,8.72,3.72,,,42.4,1.725,0.52,0.31,0.051,,
1993,19,3,1,Potatoes,Apollo,( C),0,0,0,0,0,0,,1.58,0.4,,,32,1.474,0.54,0.394,0.126,,
1993,21,3,1,Potatoes,Apollo,FYM N2,1,96,0,0,0,35,,10.22,4.82,,,46.1,1.761,0.49,0.373,0.099,,
1993,22,3,1,Potatoes,Apollo,FYM,0,0,0,0,0,35,,7.26,1.79,,,43.7,1.696,0.51,0.395,0.133,,
1994,1,2,1,Potatoes,Apollo,FYM N4 PK,1,192,35,90,0,35,,10.64,7.68,,,35.2,2.083,0.57,0.398,0.076,,
1994,3,2,1,Potatoes,Apollo,Nil,0,0,0,0,0,0,,1.71,0.55,,,32.7,1.577,0.44,0.389,0.046,,
1994,5,2,1,Potatoes,Apollo,PK Mg,0,0,35,90,12,0,,1.87,0.45,,,29.9,1.618,0.47,0.404,0.069,,
1994,6,2,1,Potatoes,Apollo,N1 PKMg,1,48,35,90,12,0,,4.58,2.12,,,34.9,1.358,0.39,0.352,0.032,,
1994,7,2,1,Potatoes,Apollo,N2 PKMg,1,96,35,90,12,0,,6.82,3.59,,,36.8,1.467,0.46,0.338,0.031,,
1994,8,2,1,Potatoes,Apollo,N3PKMg,1,144,35,90,12,0,,8.5,4.91,,,36,1.69,0.46,0.366,0.038,,
1994,9,2,1,Potatoes,Apollo,N4 PKMg,1,192,35,90,12,0,,8.25,5.24,,,35,2.066,0.46,0.369,0.042,,
1994,10,2,1,Potatoes,Apollo,N2,1,96,0,0,0,0,,5.43,2.89,,,31.8,1.718,0.45,0.266,0.026,,
1994,11,2,1,Potatoes,Apollo,N2 P,1,96,35,0,0,0,,5.31,2.52,,,31.5,1.528,0.46,0.336,0.036,,
1994,12,2,1,Potatoes,Apollo,N2 P Na,1,96,35,0,0,0,,5.48,2.75,,,30.7,1.55,0.51,0.323,0.035,,
1994,13,2,1,Potatoes,Apollo,N2 PK ,1,96,35,90,0,0,,6.69,3.67,,,36,1.543,0.43,0.326,0.026,,
1994,14,2,1,Potatoes,Apollo,N2 PKMg*,1,96,35,90,30,0,,6.08,2.36,,,35.8,1.4,0.45,0.337,0.032,,
1994,15,2,1,Potatoes,Apollo,N5 PKMg,1,240,35,90,12,0,,8.04,5.28,,,34,2.338,0.64,0.395,0.059,,
1994,16,2,1,Potatoes,Apollo,N6 PKMg,1,288,35,90,12,0,,7.55,4.88,,,34,2.368,0.72,0.333,0.059,,
1994,17,2,1,Potatoes,Apollo,N1+N3 1/2[PKMg](A),2 (N1 autumn),192,18,45,6,0,,7.55,4.18,,,35,1.985,0.58,0.307,0.028,,
1994,18,2,1,Potatoes,Apollo,N0+N3 1/2[PKMg](A),1,144,18,45,6,0,,7.31,4.27,,,34.6,1.896,0.51,0.32,0.025,,
1994,19,2,1,Potatoes,Apollo,( C),0,0,0,0,0,0,,1.68,0.21,,,31.9,1.578,0.47,0.398,0.057,,
1994,21,2,1,Potatoes,Apollo,FYM N2,1,96,0,0,0,35,,9.58,5.8,,,42,1.628,0.4,0.361,0.063,,
1994,22,2,1,Potatoes,Apollo,FYM,0,0,0,0,0,35,,7.88,3.54,,,40.7,1.688,0.37,0.369,0.058,,
1995,1,7,1,Potatoes,Apollo,FYM N4 PK,1,192,35,90,0,35,,9.65,5.61,,,38.6,2.427,0.477,0.344,0.04,,
1995,3,7,1,Potatoes,Apollo,Nil,0,0,0,0,0,0,,1.91,0.29,,,32.2,1.409,0.27,0.298,0.036,,
1995,5,7,1,Potatoes,Apollo,PK Mg,0,0,35,90,12,0,,1.56,0.08,,,32.2,1.326,0.293,0.36,0.062,,
1995,6,7,1,Potatoes,Apollo,N1 PKMg,1,48,35,90,12,0,,4.57,0.9,,,35.6,1.432,0.278,0.33,0.035,,
1995,7,7,1,Potatoes,Apollo,N2 PKMg,1,96,35,90,12,0,,6.71,1.81,,,35.6,1.919,0.311,0.345,0.027,,
1995,8,7,1,Potatoes,Apollo,N3PKMg,1,144,35,90,12,0,,7.75,2.5,,,35,2.087,0.365,0.329,0.029,,
1995,9,7,1,Potatoes,Apollo,N4 PKMg,1,192,35,90,12,0,,8.02,2.58,,,34.4,2.272,0.349,0.34,0.024,,
1995,10,7,1,Potatoes,Apollo,N2,1,96,0,0,0,0,,4.87,1.4,,,34,2.003,0.316,0.264,0.02,,
1995,11,7,1,Potatoes,Apollo,N2 P,1,96,35,0,0,0,,5.2,1.48,,,28.2,1.932,0.412,0.37,0.049,,
1995,12,7,1,Potatoes,Apollo,N2 P Na,1,96,35,0,0,0,,5.27,1.11,,,28.1,1.997,0.356,0.359,0.038,,
1995,13,7,1,Potatoes,Apollo,N2 PK ,1,96,35,90,0,0,,6.19,1.24,,,34.8,1.892,0.326,0.314,0.025,,
1995,14,7,1,Potatoes,Apollo,N2 PKMg*,1,96,35,90,30,0,,5.77,1.03,,,34.7,1.778,0.33,0.336,0.031,,
1995,15,7,1,Potatoes,Apollo,N5 PKMg,1,240,35,90,12,0,,7.75,2.54,,,36.6,2.361,0.381,0.304,0.022,,
1995,16,7,1,Potatoes,Apollo,N6 PKMg,1,288,35,90,12,0,,8.13,3.37,,,36.2,2.368,0.413,0.335,0.024,,
1995,17,7,1,Potatoes,Apollo,N0+N3 1/2[PKMg](A),1,144,18,45,6,0,,7.51,1.91,,,35,2.135,0.343,0.308,0.02,,
1995,18,7,1,Potatoes,Apollo,N1+N3 1/2[PKMg](A),2 (N1 autumn),192,18,45,6,0,,7.8,2.56,,,37.9,2.166,0.345,0.309,0.024,,
1995,19,7,1,Potatoes,Apollo,( C),0,0,0,0,0,0,,1.63,0.14,,,32.8,1.482,0.285,0.335,0.045,,
1995,21,7,1,Potatoes,Apollo,FYM N2,1,96,0,0,0,35,,9.62,4.16,,,38.5,2.041,0.322,0.362,0.038,,
1995,22,7,1,Potatoes,Apollo,FYM,0,0,0,0,0,35,,7.43,2.1,,,38,1.525,0.271,0.352,0.041,,
1996,1,4,1,Potatoes,Hereward,FYM N4 PK,1,192,35,90,0,35,,9.2,6.23,,,34.7,2.548,0.816,0.314,0.126,0.171,0.196
1996,3,4,1,Potatoes,Hereward,Nil,0,0,0,0,0,0,,3.61,1.29,,,34.8,1.362,0.277,0.227,0.022,0.1,0.063
1996,5,4,1,Potatoes,Hereward,PK Mg,0,0,35,90,12,0,,3.03,0.92,,,35.7,1.351,0.266,0.27,0.037,0.101,0.063
1996,6,4,1,Potatoes,Hereward,N1 PKMg,1,48,35,90,12,0,,6.11,2.33,,,37.1,1.481,0.29,0.265,0.029,0.112,0.073
1996,7,4,1,Potatoes,Hereward,N2 PKMg,1,96,35,90,12,0,,7.74,3.57,,,36.4,1.673,0.288,0.263,0.028,0.131,0.079
1996,8,4,1,Potatoes,Hereward,N3PKMg,1,144,35,90,12,0,,8.5,4.57,,,35.3,1.983,0.455,0.267,0.037,0.156,0.143
1996,9,4,1,Potatoes,Hereward,N4 PKMg,1,192,35,90,12,0,,8.82,4.89,,,33.7,2.19,0.492,0.274,0.031,0.168,0.165
1996,10,4,1,Potatoes,Hereward,N2,1,96,0,0,0,0,,6.11,1.95,,,36.3,1.9,0.362,0.197,0.016,0.138,0.099
1996,11,4,1,Potatoes,Hereward,N2 P,1,96,35,0,0,0,,6.52,2.56,,,33.3,1.661,0.4,0.236,0.031,0.139,0.114
1996,12,4,1,Potatoes,Hereward,N2 P Na,1,96,35,0,0,0,,6.67,2.62,,,32.7,1.625,0.366,0.24,0.031,0.14,0.125
1996,13,4,1,Potatoes,Hereward,N2 PK ,1,96,35,90,0,0,,7.52,3.18,,,37.2,1.701,0.393,0.265,0.035,0.136,0.122
1996,14,4,1,Potatoes,Hereward,N2 PKMg*,1,96,35,90,30,0,,7.76,3.54,,,37.3,1.548,0.399,0.259,0.035,0.124,0.124
1996,15,4,1,Potatoes,Hereward,N5 PKMg,1,240,35,90,12,0,,8.98,5.14,,,34.3,2.351,0.753,0.257,0.067,0.159,0.223
1996,16,4,1,Potatoes,Hereward,N6 PKMg,1,288,35,90,12,0,,8.59,4.9,,,32.1,2.483,0.825,0.261,0.066,0.175,0.216
1996,17,4,1,Potatoes,Hereward,N1+N3 1/2[PKMg](A),2 (N1 autumn),192,18,45,6,0,,8.75,4.79,,,32.7,2.43,0.628,0.243,0.036,0.17,0.161
1996,18,4,1,Potatoes,Hereward,N0+N3 1/2[PKMg](A),1,144,18,45,6,0,,8.59,4.59,,,35,2.08,0.486,0.239,0.03,0.159,0.157
1996,19,4,1,Potatoes,Hereward,( C),0,0,0,0,0,0,,4.19,1.61,,,37.4,1.374,0.263,0.271,0.031,0.108,0.061
1996,21,4,1,Potatoes,Hereward,FYM N2,1,96,0,0,0,35,,9.16,5.5,,,34.8,2.178,0.491,0.317,0.073,0.148,0.131
1996,22,4,1,Potatoes,Hereward,FYM,0,0,0,0,0,35,,7.77,4.27,,,37.6,1.743,0.348,0.301,0.056,0.127,0.072
1997,1,5,1,Potatoes,Hereward,FYM N4 PK,1,192,35,90,0,35,,9.18,3.88,,,37.35,2.363,1.061,0.344,0.128,0.15,0.164
1997,3,5,1,Potatoes,Hereward,Nil,0,0,0,0,0,0,,4.52,2.07,,,37.8,1.638,0.32,0.266,0.031,0.108,0.053
1997,5,5,1,Potatoes,Hereward,PK Mg,0,0,35,90,12,0,,2.59,1.54,,,34.35,1.467,0.38,0.322,0.076,0.112,0.094
1997,6,5,1,Potatoes,Hereward,N1 PKMg,1,48,35,90,12,0,,6.17,3.17,,,37.6,1.567,0.395,0.312,0.056,0.116,0.074
1997,7,5,1,Potatoes,Hereward,N2 PKMg,1,96,35,90,12,0,,8.62,3.81,,,39.25,1.83,0.493,0.32,0.064,0.132,0.101
1997,8,5,1,Potatoes,Hereward,N3PKMg,1,144,35,90,12,0,,9.56,4.08,,,39.05,2.171,0.763,0.31,0.097,0.146,0.134
1997,9,5,1,Potatoes,Hereward,N4 PKMg,1,192,35,90,12,0,,9.61,3.78,,,37.75,2.208,1.083,0.331,0.121,0.149,0.174
1997,10,5,1,Potatoes,Hereward,N2,1,96,0,0,0,0,,7.82,2.91,,,40.45,2.216,0.677,0.255,0.057,0.145,0.114
1997,11,5,1,Potatoes,Hereward,N2 P,1,96,35,0,0,0,,7.43,2.42,,,35.8,1.919,0.641,0.306,0.084,0.142,0.14
1997,12,5,1,Potatoes,Hereward,N2 P Na,1,96,35,0,0,0,,7.77,2.91,,,36.7,1.883,0.635,0.333,0.079,0.14,0.134
1997,13,5,1,Potatoes,Hereward,N2 PK ,1,96,35,90,0,0,,8.46,3.13,,,38.2,1.951,0.632,0.323,0.074,0.135,0.11
1997,14,5,1,Potatoes,Hereward,N2 PKMg*,1,96,35,90,30,0,,7.99,3.3,,,38.65,1.795,0.485,0.316,0.066,0.126,0.098
1997,15,5,1,Potatoes,Hereward,N5 PKMg,1,240,35,90,12,0,,9.4,4.37,,,36.75,2.273,1.061,0.32,0.126,0.151,0.175
1997,16,5,1,Potatoes,Hereward,N6 PKMg,1,288,35,90,12,0,,9.23,4.19,,,36.3,2.323,1.246,0.335,0.122,0.157,0.186
1997,17,5,1,Potatoes,Hereward,N0+N3 1/2[PKMg](A),1,144,18,45,6,0,,9.12,4.29,,,38.95,2.265,0.812,0.301,0.085,0.149,0.145
1997,18,5,1,Potatoes,Hereward,N1+N3 1/2[PKMg](A),2 (N1 autumn),192,18,45,6,0,,9.41,4.21,,,39.4,2.276,0.84,0.305,0.094,0.152,0.152
1997,19,5,1,Potatoes,Hereward,( C),0,0,0,0,0,0,,4.68,2.32,,,41.1,1.807,0.435,0.31,0.061,0.121,0.075
